City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
skarnes,60.2528,11.6797,41.0,93.0,75.0,14.97,NO,1616788799.0
rutana,-3.8667,30.1,57.7,90.0,100.0,4.52,BI,1616788801.0
kamenskiy,50.8855,45.488,32.25,85.0,100.0,11.81,RU,1616788803.0
tombouctou,20.0,-3.0,76.37,5.0,0.0,9.17,ML,1616788805.0
vangaindrano,-23.35,47.6,73.38,91.0,9.0,5.37,MG,1616788807.0
nador,35.174,-2.9287,59.0,58.0,0.0,2.3,MA,1616788809.0
penalva,-3.2942,-45.1736,79.12,90.0,90.0,2.24,BR,1616788811.0
haverfordwest,51.8017,-4.9691,44.01,84.0,100.0,11.01,GB,1616788813.0
marienburg,54.0359,19.0266,50.0,67.0,9.0,7.9,PL,1616788780.0
luganville,-15.5333,167.1667,79.61,85.0,88.0,6.08,VU,1616788819.0
erzin,36.9559,36.2,45.0,65.0,24.0,3.27,TR,1616788823.0
ancud,-41.8697,-73.8203,62.6,63.0,20.0,8.05,CL,1616788824.0
poopo,-18.3667,-66.9667,54.52,49.0,90.0,2.91,BO,1616788826.0
balikpapan,-1.2675,116.8289,75.25,90.0,100.0,4.36,ID,1616788802.0
necochea,-38.5473,-58.7368,63.0,87.0,100.0,8.01,AR,1616788831.0
yangambi,0.8102,24.4336,66.45,99.0,99.0,2.17,CD,1616788833.0
touros,-5.1989,-35.4608,80.6,74.0,75.0,9.22,BR,1616788835.0
sioni,41.9895,45.0239,42.8,81.0,75.0,5.75,GE,1616788838.0
kabanjahe,3.1001,98.4908,78.8,94.0,40.0,2.3,ID,1616788842.0
port-cartier,50.0334,-66.8654,37.0,44.0,90.0,16.11,CA,1616788843.0
saint-augustin,51.226,-58.6502,29.01,78.0,100.0,18.97,CA,1616788659.0
kodinsk,58.6881,99.1844,4.08,99.0,69.0,2.37,RU,1616788847.0
kralendijk,12.15,-68.2667,82.4,69.0,75.0,18.41,BQ,1616788850.0
kovdor,67.5662,30.4758,29.01,89.0,95.0,7.18,RU,1616788852.0
cabinda,-5.55,12.2,78.96,80.0,99.0,3.0,AO,1616788854.0
ucluelet,48.9329,-125.5528,50.0,76.0,20.0,6.91,CA,1616788633.0
sete,43.4018,3.6966,55.4,100.0,90.0,6.91,FR,1616788857.0
bogorodskoye,56.55,37.8833,32.2,98.0,100.0,1.92,RU,1616788859.0
carutapera,-1.195,-46.02,73.38,96.0,100.0,2.33,BR,1616788861.0
itupiranga,-5.1347,-49.3267,87.8,62.0,40.0,4.61,BR,1616788863.0
pandamatenga,-18.5278,25.627,69.58,74.0,81.0,3.04,BW,1616788866.0
nicoya,10.1483,-85.452,95.0,36.0,20.0,16.11,CR,1616788868.0
urucui,-7.2294,-44.5561,77.34,86.0,99.0,2.48,BR,1616788874.0
stornoway,58.2093,-6.3865,37.0,87.0,15.0,5.75,GB,1616788876.0
dubbo,-32.25,148.6167,51.8,93.0,0.0,6.91,AU,1616788767.0
nibbar,36.2941,8.7666,55.4,76.0,20.0,1.92,TN,1616788880.0
edd,13.9297,41.6925,84.16,43.0,4.0,11.07,ER,1616788882.0
viedma,-40.8135,-62.9967,68.4,27.0,45.0,12.5,AR,1616788887.0
salinas,36.6777,-121.6555,63.0,45.0,1.0,3.44,US,1616788696.0
aden,12.7794,45.0367,78.98,70.0,100.0,9.66,YE,1616788827.0
nome,64.5011,-165.4064,10.99,79.0,90.0,8.05,US,1616788892.0
sulangan,11.1373,123.7228,81.12,77.0,100.0,11.5,PH,1616788894.0
guadalupe,25.6833,-100.25,87.01,21.0,1.0,11.5,MX,1616788454.0
eyemouth,55.8713,-2.0901,36.0,90.0,9.0,16.24,GB,1616788897.0
adwa,14.1646,38.8955,64.15,18.0,4.0,7.25,ET,1616788899.0
esperance,-33.8667,121.9,55.4,88.0,0.0,10.36,AU,1616788902.0
samarai,-10.6167,150.6667,82.62,77.0,94.0,9.24,PG,1616788904.0
klaksvik,62.2266,-6.589,39.2,41.0,20.0,25.32,FO,1616788906.0
mitsamiouli,-11.3847,43.2844,82.47,73.0,1.0,3.91,KM,1616788716.0
tukrah,32.5341,20.5791,53.29,64.0,6.0,6.26,LY,1616788623.0
ingham,42.6,-84.3833,51.01,66.0,90.0,9.22,US,1616788912.0
shenjiamen,29.9576,122.298,58.28,98.0,70.0,16.96,CN,1616788916.0
mallapuram,11.9667,78.25,72.68,65.0,23.0,2.98,IN,1616788917.0
tiznit,29.5833,-9.5,72.84,14.0,87.0,18.12,MA,1616788919.0
sakaraha,-22.9,44.5333,68.68,91.0,6.0,2.55,MG,1616788921.0
fernie,49.5,-115.0687,42.8,33.0,100.0,9.22,CA,1616788808.0
gedo,9.0167,37.45,56.73,16.0,15.0,4.32,ET,1616788924.0
karasburg,-28.0167,18.75,62.67,53.0,0.0,15.23,NA,1616788926.0
gunjur,13.2019,-16.7339,73.4,68.0,9.0,10.36,GM,1616788930.0
belmonte,-15.8631,-38.8828,82.4,65.0,20.0,10.36,BR,1616788931.0
lappeenranta,61.0587,28.1887,32.0,100.0,90.0,3.44,FI,1616788933.0
bathsheba,13.2167,-59.5167,82.4,54.0,40.0,23.02,BB,1616788937.0
abrau-dyurso,44.69,37.59,37.4,87.0,99.0,11.18,RU,1616788938.0
bulgan,48.8125,103.5347,28.74,74.0,10.0,23.64,MN,1616788940.0
sanjwal,33.7608,72.4336,66.0,65.0,97.0,3.0,PK,1616788942.0
tecoanapa,16.5167,-98.75,83.39,57.0,0.0,11.03,MX,1616788944.0
borovskoy,53.8,64.15,17.65,90.0,100.0,5.79,KZ,1616788945.0
toamasina,-18.1667,49.3833,77.0,94.0,75.0,3.44,MG,1616788947.0
alyangula,-13.8483,136.4192,80.83,80.0,90.0,6.49,AU,1616788949.0
sabzevar,36.2126,57.6819,66.42,41.0,96.0,2.26,IR,1616788951.0
mareeba,-17.0,145.4333,78.8,89.0,40.0,1.14,AU,1616788954.0
bardiyah,31.7561,25.0865,53.71,55.0,5.0,9.08,LY,1616788956.0
zhigansk,66.7697,123.3711,12.09,92.0,100.0,19.57,RU,1616788958.0
saint-denis,48.9167,2.3333,44.6,87.0,75.0,16.11,FR,1616788960.0
kapit,2.0167,112.9333,73.27,99.0,100.0,1.39,MY,1616788961.0
seminole,28.7086,-81.2081,91.99,40.0,20.0,4.61,US,1616788963.0
hurghada,27.2574,33.8129,66.2,34.0,0.0,19.57,EG,1616788966.0
fuzhou,26.0614,119.3061,59.0,94.0,20.0,4.47,CN,1616788968.0
amazar,53.858,120.875,25.39,98.0,100.0,3.13,RU,1616788970.0
pangoa,-12.1167,-73.0,86.31,49.0,76.0,5.19,PE,1616788972.0
lircay,-12.9896,-74.7205,58.01,61.0,98.0,7.76,PE,1616788974.0
sambava,-14.2667,50.1667,77.92,88.0,100.0,4.83,MG,1616788975.0
porosozero,62.7191,32.727,33.28,91.0,100.0,0.58,RU,1616788977.0
scottsbluff,41.8666,-103.6672,37.4,100.0,90.0,4.61,US,1616788979.0
langxiang,46.95,128.8833,33.42,99.0,100.0,3.15,CN,1616788981.0
verkhoyansk,67.5447,133.385,-1.82,99.0,100.0,2.35,RU,1616788753.0
kalabo,-14.97,22.6814,73.89,68.0,94.0,3.96,ZM,1616788984.0
issia,6.4922,-6.5856,82.06,61.0,53.0,6.44,CI,1616788986.0
karmala,18.4167,75.2,85.08,15.0,0.0,11.45,IN,1616788988.0
tessalit,20.1986,1.0114,77.4,9.0,0.0,13.62,ML,1616788990.0
mabaruma,8.2,-59.7833,77.95,89.0,67.0,5.3,GY,1616788993.0
ejido,8.5514,-71.2375,72.52,85.0,100.0,2.86,VE,1616788998.0
altay,47.8667,88.1167,28.24,52.0,100.0,6.29,CN,1616789000.0
zelenoborsk,61.4669,64.0333,24.4,94.0,12.0,6.13,RU,1616789001.0
lagoa,39.05,-27.9833,56.93,58.0,23.0,5.17,PT,1616789005.0
kodinar,20.7903,70.7031,82.15,27.0,0.0,9.19,IN,1616789007.0
maragogi,-9.0122,-35.2225,78.62,83.0,67.0,7.67,BR,1616789008.0
tarija,-21.5355,-64.7296,73.4,68.0,75.0,9.22,BO,1616788891.0
jiayuguan,39.8167,98.3,44.64,25.0,0.0,1.03,CN,1616789013.0
karatu,-3.3333,35.6667,61.9,90.0,99.0,2.93,TZ,1616789015.0
chifeng,42.2683,118.9636,44.42,80.0,100.0,5.64,CN,1616788982.0
alofi,-19.0595,-169.9187,82.4,83.0,75.0,12.66,NU,1616789018.0
mongar,27.2747,91.2396,49.46,37.0,0.0,6.46,BT,1616789020.0
cururupu,-1.8283,-44.8683,73.06,98.0,100.0,3.15,BR,1616788776.0
areni,39.7191,45.1799,44.6,65.0,75.0,6.91,AM,1616789024.0
biak,-0.9131,122.8766,74.75,91.0,100.0,2.71,ID,1616789027.0
wamba,8.9333,8.6,85.86,15.0,3.0,4.45,NG,1616789029.0
banjar,-8.19,114.9675,78.8,89.0,20.0,4.43,ID,1616789031.0
peterongan,-7.5394,112.2792,80.6,89.0,20.0,4.61,ID,1616789032.0
proletarsk,46.7031,41.7192,34.16,98.0,100.0,9.75,RU,1616789034.0
preobrazheniye,42.9019,133.9064,35.13,72.0,100.0,4.32,RU,1616789036.0
charlestown,-32.95,151.6667,63.0,90.0,100.0,6.08,AU,1616789039.0
huicungo,-7.2833,-76.8,89.6,58.0,40.0,4.61,PE,1616789043.0
ialibu,-6.2821,143.9935,55.51,98.0,100.0,1.36,PG,1616789046.0
mineral wells,39.1904,-81.5321,66.2,45.0,90.0,11.5,US,1616789048.0
tadine,-21.55,167.8833,77.79,79.0,31.0,9.89,NC,1616789053.0
fauske,67.2588,15.3918,44.6,53.0,0.0,9.22,NO,1616789055.0
kamarion,36.8,25.8167,48.0,57.0,20.0,5.75,GR,1616789057.0
andenes,69.3143,16.1194,39.2,70.0,0.0,14.97,NO,1616789058.0
savonlinna,61.8699,28.88,33.8,93.0,20.0,6.91,FI,1616788763.0
narrabri,-30.3167,149.7833,60.8,77.0,75.0,8.05,AU,1616789062.0
taman,45.2117,36.7161,37.4,87.0,98.0,11.18,RU,1616789064.0
luanda,-8.8368,13.2343,78.8,78.0,75.0,2.3,AO,1616788980.0
texarkana,33.4251,-94.0477,73.4,38.0,1.0,9.22,US,1616788815.0
bima,-8.4667,118.7167,76.24,94.0,100.0,3.76,ID,1616789070.0
marzuq,14.4,46.4667,65.75,31.0,82.0,5.86,YE,1616789072.0
westerkappeln,52.3167,7.8833,53.6,58.0,0.0,4.61,DE,1616789074.0
katherine,-14.4667,132.2667,80.6,83.0,90.0,4.61,AU,1616789075.0
dongkan,33.9997,119.8308,57.81,98.0,100.0,5.01,CN,1616789077.0
lusambo,-4.9667,23.45,69.51,96.0,92.0,2.1,CD,1616789079.0
pungesti,46.7,27.3333,39.2,70.0,0.0,6.91,RO,1616789082.0
gat,31.61,34.7642,54.0,100.0,100.0,11.34,IL,1616788804.0
pochutla,15.7432,-96.4661,89.01,48.0,20.0,11.5,MX,1616789089.0
anadyr,64.75,177.4833,-2.0,78.0,0.0,15.66,RU,1616789091.0
mbanza-ngungu,-5.25,14.8667,68.56,96.0,100.0,2.93,CD,1616789093.0
ternate,0.8,127.4,79.7,84.0,100.0,9.62,ID,1616789094.0
tulagi,-9.0996,160.1476,83.32,74.0,99.0,16.6,SB,1616789096.0
christchurch,-43.5333,172.6333,57.0,93.0,54.0,2.3,NZ,1616789100.0
lakatoro,-16.0999,167.4164,79.99,83.0,28.0,7.2,VU,1616789101.0
grindavik,63.8424,-22.4338,24.8,58.0,75.0,6.91,IS,1616789105.0
bonthe,7.5264,-12.505,79.79,83.0,7.0,8.55,SL,1616789106.0
celestun,20.8667,-90.4,84.47,65.0,2.0,12.3,MX,1616789108.0
saint-pierre,-21.3393,55.4781,78.8,83.0,0.0,3.44,RE,1616789110.0
urumqi,43.801,87.6005,44.6,76.0,0.0,6.71,CN,1616789112.0
kandrian,-6.2167,149.55,77.09,89.0,100.0,3.51,PG,1616789114.0
leh,34.1667,77.5833,39.51,39.0,2.0,3.74,IN,1616789006.0
lamu,-2.2717,40.902,82.4,78.0,1.0,9.22,KE,1616789117.0
jiazi,22.8779,116.067,67.87,84.0,100.0,4.88,CN,1616789119.0
challapata,-18.9,-66.7667,59.81,38.0,72.0,3.04,BO,1616789121.0
camana,-16.6228,-72.7111,72.81,74.0,98.0,8.14,PE,1616789122.0
aluksne,57.4167,27.05,30.29,94.0,1.0,2.33,LV,1616789124.0
